adapterConnected,createdAt,roomId,temperature,humidity,mq135Voltage,air_quality_ppm,dust_density_ug_m3,light_intensity_lux,pir,occupancy,ldr,current,power,energy_kWh,deviceTimestamp,timestamp,hour,dayOfWeek,health_score,environmental_health,energy_waste,anomaly_type
1,2026-04-01 05:00:00,Room105,28.1,71.3,1.4,118.0,50.9,327.1,1,Occupied,1,0.996333,11.956,0.000199,4273200,1775019600,5,Wednesday,45,Unhealthy,0,Normal
0,2026-04-01 05:00:00,Room106,29.1,65.5,1.62,142.0,97.9,374.1,1,Occupied,1,0.0,0.0,0.0,4276800,1775019600,5,Wednesday,58,Moderate,0,Normal
1,2026-04-01 06:00:00,Room101,29.5,56.4,1.4,108.0,45.2,18.2,1,Occupied,0,0.327804,3.93365,6.6e-05,4280400,1775023200,6,Wednesday,70,Moderate,0,Normal
1,2026-04-01 06:00:00,Room102,27.2,62.3,0.9,51.0,28.6,0.0,0,Not Occupied,0,0.030232,0.36278,6e-06,4284000,1775023200,6,Wednesday,73,Moderate,0,Normal
1,2026-04-01 06:00:00,Room103,28.4,63.9,1.37,122.0,85.0,279.7,1,Occupied,1,2.545274,30.54329,0.000509,4287600,1775023200,6,Wednesday,50,Moderate,0,Normal
1,2026-04-01 06:00:00,Room104,26.3,61.3,1.27,101.0,19.0,0.0,0,Not Occupied,0,0.059114,0.70937,0.0001065,4291200,1775023200,6,Wednesday,58,Moderate,0,Normal
1,2026-04-01 06:00:00,Room105,27.8,64.4,1.45,123.0,44.9,70.9,1,Occupied,0,0.717754,8.61305,0.000144,4294800,1775023200,6,Wednesday,58,Moderate,0,Normal
1,2026-04-01 06:00:00,Room106,29.0,74.7,1.6,110.0,62.4,310.8,1,Occupied,1,3.339581,40.07497,0.000668,4298400,1775023200,6,Wednesday,45,Unhealthy,0,Normal
1,2026-04-01 07:00:00,Room101,29.6,66.9,1.3,102.0,46.2,117.3,0,Not Occupied,0,0.122582,1.47098,2.5e-05,4302000,1775026800,7,Wednesday,58,Moderate,0,Normal
1,2026-04-01 07:00:00,Room102,26.8,66.3,1.2,93.0,37.0,100.4,0,Not Occupied,0,0.197646,2.37175,4e-05,4305600,1775026800,7,Wednesday,73,Moderate,0,Normal
1,2026-04-01 07:00:00,Room103,29.6,71.9,1.34,102.0,64.2,136.1,0,Not Occupied,0,0.087328,1.04794,1.7e-05,4309200,1775026800,7,Wednesday,30,Unhealthy,0,Normal
1,2026-04-01 07:00:00,Room104,27.4,64.2,1.45,115.0,61.5,197.9,1,Occupied,0,0.241397,2.89676,4.8e-05,4312800,1775026800,7,Wednesday,50,Moderate,0,Normal
1,2026-04-01 07:00:00,Room105,30.1,61.2,1.44,110.0,68.1,581.7,1,Occupied,1,3.575327,42.90392,0.000715,4316400,1775026800,7,Wednesday,35,Unhealthy,0,Normal
0,2026-04-01 07:00:00,Room106,30.5,67.5,1.29,109.0,43.6,360.45,0,Not Occupied,0,0.0,0.0,0.0,4320000,1775026800,7,Wednesday,50,Moderate,0,Normal
1,2026-04-01 08:00:00,Room101,29.7,62.7,1.36,110.0,42.6,312.8,0,Not Occupied,0,0.544014,0.14525,2e-06,4323600,1775030400,8,Wednesday,73,Moderate,0,Normal
1,2026-04-01 08:00:00,Room102,29.3,67.0,1.28,106.0,43.0,254.7,1,Occupied,0,0.178897,2.14676,3.6e-05,4327200,1775030400,8,Wednesday,65,Moderate,0,Normal
1,2026-04-01 08:00:00,Room103,30.4,65.2,1.33,104.0,74.6,630.4,1,Occupied,1,0.0,36.41975,0.000607,4330800,1775030400,8,Wednesday,35,Unhealthy,0,Normal
1,2026-04-01 08:00:00,Room104,27.8,68.8,1.24,100.0,49.2,217.9,1,Occupied,0,0.170321,6.62732,3.4e-05,4334400,1775030400,8,Wednesday,65,Moderate,0,Normal
1,2026-04-01 08:00:00,Room105,28.9,60.5,1.37,111.0,55.2,702.5,1,Occupied,1,2.592484,31.10981,0.000518,4338000,1775030400,8,Wednesday,43,Unhealthy,0,Normal
1,2026-04-01 08:00:00,Room106,32.0,59.7,1.29,103.0,33.8,237.4,0,Not Occupied,0,0.032051,0.38461,6e-06,4341600,1775030400,8,Wednesday,62,Moderate,0,Normal
1,2026-04-01 09:00:00,Room101,31.4,62.1,1.29,102.0,29.8,398.2,0,Not Occupied,0,0.231005,2.77206,4.6e-05,4345200,1775034000,9,Wednesday,58,Moderate,0,Normal
0,2026-04-01 09:00:00,Room102,31.9,58.1,1.72,151.0,35.8,750.0,1,Occupied,1,0.544014,0.0,0.0,4348800,1775034000,9,Wednesday,40,Unhealthy,0,Poor Air Quality
1,2026-04-01 09:00:00,Room103,32.5,62.7,1.69,146.0,64.3,405.1,1,Occupied,0,0.282743,3.39292,5.7e-05,4352400,1775034000,9,Wednesday,43,Unhealthy,0,Normal
1,2026-04-01 09:00:00,Room104,28.3,61.3,1.19,82.0,27.0,406.0,0,Not Occupied,0,0.124097,1.48916,2.5e-05,4356000,1775034000,9,Wednesday,88,Healthy,0,Normal
1,2026-04-01 09:00:00,Room105,28.6,72.3,1.21,90.0,16.8,265.5,0,Not Occupied,0,0.061524,0.73829,1.2e-05,4359600,1775034000,9,Wednesday,67,Moderate,0,Normal
1,2026-04-01 09:00:00,Room106,31.8,58.7,1.23,93.0,47.4,571.5,0,Not Occupied,1,3.616697,43.40036,0.000723,4363200,1775034000,9,Wednesday,77,Healthy,1,Energy Waste
1,2026-04-01 10:00:00,Room101,32.5,62.6,1.22,110.0,250.0,479.4,0,Not Occupied,0,0.11194,1.34328,2.2e-05,4366800,1775037600,10,Wednesday,73,Moderate,0,High Dust
0,2026-04-01 10:00:00,Room102,30.4,52.8,1.23,94.0,37.1,735.5,1,Occupied,1,0.0,6.62732,0.0,4370400,1775037600,10,Wednesday,70,Moderate,0,Normal
1,2026-04-01 10:00:00,Room103,30.9,66.4,1.5,119.0,57.3,750.0,1,Occupied,1,2.389991,28.67989,0.000478,4374000,1775037600,10,Wednesday,28,Unhealthy,0,Normal
1,2026-04-01 10:00:00,Room104,29.0,66.8,1.56,134.0,16.4,429.0,0,Not Occupied,0,0.229864,2.75837,4.6e-05,4377600,1775037600,10,Wednesday,73,Moderate,0,Normal
1,2026-04-01 10:00:00,Room105,29.9,65.7,1.19,91.0,13.5,441.8,0,Not Occupied,0,0.244956,2.93947,4.9e-05,4381200,1775037600,10,Wednesday,88,Healthy,0,Normal
1,2026-04-01 10:00:00,Room106,31.9,64.5,1.08,81.0,58.9,477.5,0,Not Occupied,0,0.004912,0.05894,1e-06,4384800,1775037600,10,Wednesday,58,Moderate,0,Normal
1,2026-04-01 11:00:00,Room101,30.4,60.8,1.43,115.0,48.7,750.0,0,Not Occupied,1,3.891952,46.70342,0.000778,4388400,1775041200,11,Wednesday,43,Unhealthy,1,Energy Waste
1,2026-04-01 11:00:00,Room102,32.6,61.5,1.35,113.0,56.0,479.2,1,Occupied,0,0.547217,6.5666,0.000109,4392000,1775041200,11,Wednesday,43,Unhealthy,0,Normal
1,2026-04-01 11:00:00,Room103,30.7,59.7,1.27,103.0,40.0,547.8,0,Not Occupied,0,0.071664,0.85997,1.4e-05,4395600,1775041200,11,Wednesday,62,Moderate,0,Normal
1,2026-04-01 11:00:00,Room104,30.5,66.2,1.32,103.0,58.0,537.2,1,Occupied,0,0.796969,9.56363,0.000159,4399200,1775041200,11,Wednesday,35,Unhealthy,0,Normal
0,2026-04-01 11:00:00,Room105,30.9,54.1,1.23,90.0,32.6,536.4,0,Not Occupied,0,0.0,0.0,0.0,4402800,1775041200,11,Wednesday,77,Healthy,0,Normal
1,2026-04-01 11:00:00,Room106,33.1,60.1,2.09,192.0,41.6,538.2,0,Not Occupied,0,0.199796,2.39755,4e-05,4406400,1775041200,11,Wednesday,35,Unhealthy,0,Poor Air Quality
1,2026-04-01 12:00:00,Room101,33.5,53.5,1.53,136.0,57.2,570.1,1,Occupied,0,0.476251,5.71501,9.5e-05,4410000,1775044800,12,Wednesday,47,Unhealthy,0,Normal
1,2026-04-01 12:00:00,Room102,32.3,58.5,1.13,91.0,51.0,525.5,0,Not Occupied,0,0.112823,1.35388,2.3e-05,4413600,1775044800,12,Wednesday,62,Moderate,0,Normal
1,2026-04-01 12:00:00,Room103,30.3,62.8,1.13,84.0,41.5,535.0,0,Not Occupied,0,0.011706,0.14047,2e-06,4417200,1775044800,12,Wednesday,65,Moderate,0,Normal
1,2026-04-01 12:00:00,Room104,29.5,65.0,1.14,88.0,23.0,519.2,0,Not Occupied,0,0.222747,2.67296,4.5e-05,4420800,1775044800,12,Wednesday,65,Moderate,0,Normal
1,2026-04-01 12:00:00,Room105,32.2,55.5,0.94,54.0,46.2,527.9,0,Not Occupied,0,0.166146,1.99375,3.3e-05,4424400,1775044800,12,Wednesday,77,Healthy,0,Normal
1,2026-04-01 12:00:00,Room106,32.9,64.7,1.51,137.0,58.0,360.45,1,Occupied,0,0.298882,3.58658,6e-05,4428000,1775044800,12,Wednesday,35,Unhealthy,0,Normal
1,2026-04-01 13:00:00,Room101,32.5,59.0,1.19,88.0,20.0,477.6,0,Not Occupied,0,0.16,1.92,3.2e-05,4431600,1775048400,13,Wednesday,85,Healthy,0,Normal
1,2026-04-01 13:00:00,Room102,31.5,58.6,0.99,68.0,95.8,553.5,0,Not Occupied,0,0.002904,0.03485,1e-06,4435200,1775048400,13,Wednesday,62,Moderate,0,Normal
1,2026-04-01 13:00:00,Room103,34.3,66.3,1.21,85.0,31.5,555.2,0,Not Occupied,0,0.197336,2.36803,3.9e-05,4438800,1775048400,13,Wednesday,50,Moderate,0,High Temperature
1,2026-04-01 13:00:00,Room104,30.1,62.9,0.86,56.0,26.3,564.5,0,Not Occupied,0,0.143938,1.72726,2.9e-05,4442400,1775048400,13,Wednesday,65,Moderate,0,Normal
1,2026-04-01 13:00:00,Room105,32.9,61.0,1.28,92.0,34.7,476.1,0,Not Occupied,0,0.203716,2.44459,4.1e-05,4446000,1775048400,13,Wednesday,73,Moderate,0,Normal
1,2026-04-01 13:00:00,Room106,33.6,56.7,1.37,104.0,28.1,612.7,0,Not Occupied,0,0.023599,0.28319,5e-06,4449600,1775048400,13,Wednesday,62,Moderate,0,Normal
1,2026-04-01 14:00:00,Room101,33.9,58.5,1.28,103.0,42.5,466.2,0,Not Occupied,0,0.048312,0.57974,1e-05,4453200,1775052000,14,Wednesday,70,Moderate,0,Normal
0,2026-04-01 14:00:00,Room102,31.0,60.8,1.34,104.0,45.5,432.6,0,Not Occupied,0,0.0,0.0,0.0,4456800,1775052000,14,Wednesday,58,Moderate,0,Normal
1,2026-04-01 14:00:00,Room103,32.0,57.3,1.42,119.0,29.5,360.45,0,Not Occupied,0,0.129243,1.55092,2.6e-05,4460400,1775052000,14,Wednesday,70,Moderate,0,Normal
1,2026-04-01 14:00:00,Room104,31.9,56.4,1.2,94.0,12.4,449.0,0,Not Occupied,0,0.243814,2.92577,4.9e-05,4464000,1775052000,14,Wednesday,85,Healthy,0,Normal
1,2026-04-01 14:00:00,Room105,30.4,66.8,1.13,110.0,42.5,500.5,0,Not Occupied,0,0.027661,0.33193,6e-06,4467600,1775052000,14,Wednesday,65,Moderate,0,Normal
1,2026-04-01 14:00:00,Room106,33.7,57.2,1.17,92.0,41.5,421.4,0,Not Occupied,0,0.019652,0.23582,4e-06,4471200,1775052000,14,Wednesday,85,Healthy,0,Normal
1,2026-04-01 15:00:00,Room101,33.8,54.0,1.16,94.0,34.5,426.5,0,Not Occupied,0,0.064976,0.77971,1.3e-05,4474800,1775055600,15,Wednesday,85,Healthy,0,Normal
1,2026-04-01 15:00:00,Room102,45.0,62.0,0.94,63.0,38.9,414.8,0,Not Occupied,0,0.094084,1.12901,1.9e-05,4478400,1775055600,15,Wednesday,73,Moderate,0,High Temperature
1,2026-04-01 15:00:00,Room103,33.6,52.2,1.35,104.0,147.5,694.4,1,Occupied,1,1.8654,22.3848,0.000373,4482000,1775055600,15,Wednesday,32,Unhealthy,0,High Dust
1,2026-04-01 15:00:00,Room104,32.0,57.7,1.07,79.0,30.5,716.5,0,Not Occupied,1,3.442519,41.31023,0.000689,4485600,1775055600,15,Wednesday,70,Moderate,1,Energy Waste
1,2026-04-01 15:00:00,Room105,33.3,54.1,1.16,88.0,32.9,387.0,0,Not Occupied,0,0.057226,0.68671,1.1e-05,4489200,1775055600,15,Wednesday,85,Healthy,0,Normal
1,2026-04-01 15:00:00,Room106,33.8,56.2,1.56,131.0,63.5,356.1,1,Occupied,0,0.380865,4.57038,7.6e-05,4492800,1775055600,15,Wednesday,55,Moderate,0,Normal
1,2026-04-01 16:00:00,Room101,32.6,61.3,1.37,104.0,46.2,354.0,0,Not Occupied,0,0.129267,1.5512,2.6e-05,4496400,1775059200,16,Wednesday,58,Moderate,0,Normal
1,2026-04-01 16:00:00,Room102,31.7,50.3,1.15,84.0,36.7,163.6,1,Occupied,0,0.516867,6.2024,0.000103,4500000,1775059200,16,Wednesday,77,Healthy,0,Normal
1,2026-04-01 16:00:00,Room103,32.4,59.8,1.25,102.0,35.8,278.7,0,Not Occupied,0,0.182612,2.19134,3.7e-05,4503600,1775059200,16,Wednesday,62,Moderate,0,Normal
1,2026-04-01 16:00:00,Room104,30.1,63.3,1.07,80.0,18.7,300.9,0,Not Occupied,0,0.138527,1.66232,2.8e-05,4507200,1775059200,16,Wednesday,73,Moderate,0,Normal
1,2026-04-01 16:00:00,Room105,31.4,64.2,1.07,110.0,16.8,257.5,0,Not Occupied,0,0.188105,2.25726,3.8e-05,4510800,1775059200,16,Wednesday,65,Moderate,0,Normal
1,2026-04-01 16:00:00,Room106,32.9,55.9,1.26,93.0,41.7,282.2,0,Not Occupied,0,0.236116,2.83339,4.7e-05,4514400,1775059200,16,Wednesday,77,Healthy,0,Normal
1,2026-04-01 17:00:00,Room101,31.6,63.8,1.32,119.0,46.2,129.0,1,Occupied,0,0.63491,7.61892,0.000127,4518000,1775062800,17,Wednesday,43,Unhealthy,0,Normal
1,2026-04-01 17:00:00,Room102,30.4,58.3,1.59,136.0,40.1,185.0,1,Occupied,0,0.558538,6.70246,0.000112,4521600,1775062800,17,Wednesday,62,Moderate,0,Normal
1,2026-04-01 17:00:00,Room103,31.5,59.3,1.59,137.0,72.7,562.7,1,Occupied,1,2.309732,27.71678,0.000462,4525200,1775062800,17,Wednesday,47,Unhealthy,0,Normal
1,2026-04-01 17:00:00,Room104,31.2,69.9,1.61,139.0,46.3,98.5,1,Occupied,0,0.431919,5.18303,8.6e-05,4528800,1775062800,17,Wednesday,43,Unhealthy,0,Normal
1,2026-04-01 17:00:00,Room105,32.1,57.8,1.45,110.0,46.2,549.2,1,Occupied,1,1.857222,22.28666,0.000371,4532400,1775062800,17,Wednesday,62,Moderate,0,Normal
1,2026-04-01 17:00:00,Room106,33.7,64.6,1.72,153.0,65.1,92.5,1,Occupied,0,0.419545,5.03454,8.4e-05,4536000,1775062800,17,Wednesday,13,Unhealthy,0,Poor Air Quality
1,2026-04-01 18:00:00,Room101,33.5,54.1,1.28,103.0,47.6,273.4,1,Occupied,1,3.878265,46.53918,0.000776,4539600,1775066400,18,Wednesday,62,Moderate,0,Normal
1,2026-04-01 18:00:00,Room102,30.4,60.2,1.38,109.0,53.1,420.4,1,Occupied,1,2.614296,31.37155,0.000523,4543200,1775066400,18,Wednesday,43,Unhealthy,0,Normal
1,2026-04-01 18:00:00,Room103,31.2,64.5,1.43,124.0,37.5,5.2,0,Not Occupied,0,0.243946,2.92735,4.9e-05,4546800,1775066400,18,Wednesday,43,Unhealthy,0,Normal
1,2026-04-01 18:00:00,Room104,29.3,61.1,1.14,78.0,22.1,25.7,1,Occupied,0,0.544014,0.14813,2e-06,4550400,1775066400,18,Wednesday,73,Moderate,0,Normal
1,2026-04-01 18:00:00,Room105,30.9,64.4,1.18,89.0,35.5,21.7,0,Not Occupied,0,0.028654,0.34385,6e-06,4554000,1775066400,18,Wednesday,58,Moderate,0,Normal
1,2026-04-01 18:00:00,Room106,32.1,56.8,1.14,82.0,33.1,278.4,0,Not Occupied,1,1.645509,19.74611,0.000329,4557600,1775066400,18,Wednesday,77,Healthy,1,Energy Waste
1,2026-04-01 19:00:00,Room101,30.9,71.3,1.2,94.0,51.1,366.2,1,Occupied,1,2.047649,24.57179,0.00041,4561200,1775070000,19,Wednesday,45,Unhealthy,0,Normal
1,2026-04-01 19:00:00,Room102,29.1,63.7,1.11,75.0,19.1,1.7,0,Not Occupied,0,0.049639,0.59567,1e-05,4564800,1775070000,19,Wednesday,73,Moderate,0,Normal
0,2026-04-01 19:00:00,Room103,31.2,58.7,1.37,105.0,72.0,264.3,1,Occupied,1,0.0,0.0,0.0,4568400,1775070000,19,Wednesday,47,Unhealthy,0,Normal
1,2026-04-01 19:00:00,Room104,28.5,72.1,1.12,80.0,28.0,15.0,0,Not Occupied,0,0.021635,0.25962,4e-06,4572000,1775070000,19,Wednesday,60,Moderate,0,Normal
1,2026-04-01 19:00:00,Room105,30.9,62.5,1.4,120.0,30.3,363.3,1,Occupied,1,2.372937,28.47524,0.000475,4575600,1775070000,19,Wednesday,58,Moderate,0,Normal
1,2026-04-01 19:00:00,Room106,29.5,58.4,1.59,134.0,70.5,295.0,1,Occupied,1,2.642186,31.70623,0.000528,4579200,1775070000,19,Wednesday,47,Unhealthy,0,Normal
1,2026-04-01 20:00:00,Room101,29.1,64.1,1.05,74.0,22.6,3.6,0,Not Occupied,0,0.007659,0.09191,2e-06,4582800,1775073600,20,Wednesday,73,Moderate,0,Normal
1,2026-04-01 20:00:00,Room102,28.4,61.4,1.31,103.0,28.6,360.45,0,Not Occupied,1,1.124643,13.49572,0.000225,4586400,1775073600,20,Wednesday,73,Moderate,1,Energy Waste
1,2026-04-01 20:00:00,Room103,28.5,72.3,1.16,91.0,46.2,0.3,0,Not Occupied,0,0.235902,2.83082,4.7e-05,4590000,1775073600,20,Wednesday,60,Moderate,0,Normal
1,2026-04-01 20:00:00,Room104,28.1,67.8,1.14,86.0,35.2,22.8,0,Not Occupied,0,0.176517,6.62732,3.5e-05,4593600,1775073600,20,Wednesday,73,Moderate,0,Normal
1,2026-04-01 20:00:00,Room105,29.4,70.1,1.61,136.0,40.5,466.8,1,Occupied,1,2.094376,25.13251,0.000419,4597200,1775073600,20,Wednesday,60,Moderate,0,Normal
1,2026-04-01 20:00:00,Room106,31.1,59.7,1.67,144.0,38.9,420.9,1,Occupied,1,1.552483,18.6298,0.00031,4600800,1775073600,20,Wednesday,70,Moderate,0,Normal
1,2026-04-01 21:00:00,Room101,29.4,67.6,1.5,131.0,68.9,340.8,1,Occupied,1,3.357615,40.29138,0.000672,4604400,1775077200,21,Wednesday,58,Moderate,0,Normal
0,2026-04-01 21:00:00,Room102,29.7,68.2,1.46,118.0,38.3,306.5,1,Occupied,1,0.0,0.0,0.0,4608000,1775077200,21,Wednesday,73,Moderate,0,Normal
1,2026-04-01 21:00:00,Room103,45.0,66.7,1.39,115.0,58.3,468.0,1,Occupied,1,3.313847,39.76616,0.000663,4611600,1775077200,21,Wednesday,58,Moderate,0,High Temperature
1,2026-04-01 21:00:00,Room104,27.7,67.6,1.35,117.0,58.4,342.1,1,Occupied,1,2.240705,26.88846,0.000448,4615200,1775077200,21,Wednesday,58,Moderate,0,Normal
1,2026-04-01 21:00:00,Room105,27.8,64.9,1.56,131.0,32.7,439.6,1,Occupied,1,0.975756,11.70907,0.000195,4618800,1775077200,21,Wednesday,73,Moderate,0,Normal
1,2026-04-01 21:00:00,Room106,29.4,64.8,1.44,119.0,56.5,267.2,1,Occupied,1,0.926817,11.1218,0.0001065,4622400,1775077200,21,Wednesday,50,Moderate,0,Normal
1,2026-04-01 22:00:00,Room101,31.2,63.1,1.23,108.0,34.7,324.5,1,Occupied,1,3.29433,39.53196,0.000659,4626000,1775080800,22,Wednesday,58,Moderate,0,Normal
1,2026-04-01 22:00:00,Room102,27.4,63.5,1.24,98.0,48.1,38.3,1,Occupied,0,0.389394,4.67273,7.8e-05,4629600,1775080800,22,Wednesday,73,Moderate,0,Normal
1,2026-04-01 22:00:00,Room103,28.6,61.5,1.27,98.0,46.2,316.7,1,Occupied,1,0.845293,10.14352,0.000169,4633200,1775080800,22,Wednesday,73,Moderate,0,Normal
1,2026-04-01 22:00:00,Room104,27.9,67.6,1.39,118.0,70.0,356.3,1,Occupied,1,2.376857,28.52228,0.000475,4636800,1775080800,22,Wednesday,58,Moderate,0,Normal
1,2026-04-01 22:00:00,Room105,27.9,65.5,1.05,73.0,31.0,27.4,0,Not Occupied,0,0.247432,2.96918,4.9e-05,4640400,1775080800,22,Wednesday,73,Moderate,0,Normal
1,2026-04-01 22:00:00,Room106,28.9,69.9,1.29,98.0,43.1,360.45,0,Not Occupied,0,0.157655,1.89186,3.2e-05,4644000,1775080800,22,Wednesday,73,Moderate,0,Normal
1,2026-04-01 23:00:00,Room101,28.1,67.8,1.22,89.0,38.4,17.6,0,Not Occupied,0,0.091056,1.09267,1.8e-05,4647600,1775084400,23,Wednesday,73,Moderate,0,Normal
1,2026-04-01 23:00:00,Room102,26.9,71.1,1.2,95.0,61.2,414.0,1,Occupied,1,3.037984,36.45581,0.000608,4651200,1775084400,23,Wednesday,60,Moderate,0,Normal
1,2026-04-01 23:00:00,Room103,27.9,66.0,1.72,149.0,144.4,467.3,1,Occupied,1,2.882327,34.58792,0.000576,4654800,1775084400,23,Wednesday,43,Unhealthy,0,High Dust
1,2026-04-01 23:00:00,Room104,27.5,74.0,1.42,116.0,62.2,278.3,1,Occupied,1,1.266805,15.20166,0.000253,4658400,1775084400,23,Wednesday,37,Unhealthy,0,Normal
1,2026-04-01 23:00:00,Room105,27.9,70.4,1.42,123.0,55.0,462.2,1,Occupied,1,0.952608,11.4313,0.000191,4662000,1775084400,23,Wednesday,45,Unhealthy,0,Normal
1,2026-04-01 23:00:00,Room106,29.2,68.6,1.74,160.0,46.2,395.9,1,Occupied,1,0.80237,9.62844,0.00016,4665600,1775084400,23,Wednesday,58,Moderate,0,Poor Air Quality
1,2026-04-02 00:00:00,Room101,26.5,69.6,1.53,135.0,69.7,266.2,1,Occupied,1,1.437919,17.25503,0.000288,4669200,1775088000,0,Thursday,50,Moderate,0,Normal
1,2026-04-02 00:00:00,Room102,25.4,63.1,1.61,132.0,122.8,260.7,1,Occupied,1,1.814271,21.77125,0.000363,4672800,1775088000,0,Thursday,35,Unhealthy,0,High Dust
1,2026-04-02 00:00:00,Room103,25.9,72.2,1.18,96.0,28.1,49.5,0,Not Occupied,0,0.084203,1.01044,1.7e-05,4676400,1775088000,0,Thursday,60,Moderate,0,Normal
1,2026-04-02 00:00:00,Room104,25.7,66.2,1.46,127.0,52.1,275.5,1,Occupied,1,0.88984,10.67808,0.000178,4680000,1775088000,0,Thursday,50,Moderate,0,Normal
1,2026-04-02 00:00:00,Room105,25.2,68.5,1.35,77.0,35.7,23.9,0,Not Occupied,0,0.011022,0.13226,2e-06,4683600,1775088000,0,Thursday,73,Moderate,0,Normal
1,2026-04-02 00:00:00,Room106,28.0,66.4,1.77,153.0,55.6,387.8,1,Occupied,1,3.782176,45.38611,0.000756,4687200,1775088000,0,Thursday,43,Unhealthy,0,Poor Air Quality
1,2026-04-02 01:00:00,Room101,29.5,66.2,1.5,129.0,57.1,306.8,1,Occupied,1,1.914345,22.97214,0.000383,4690800,1775091600,1,Thursday,58,Moderate,0,Normal
1,2026-04-02 01:00:00,Room102,27.1,72.3,1.51,125.0,47.7,360.45,1,Occupied,1,3.225686,38.70823,0.000645,4694400,1775091600,1,Thursday,52,Moderate,0,Normal
1,2026-04-02 01:00:00,Room103,28.1,69.6,1.79,160.0,139.3,461.0,1,Occupied,1,2.333398,28.00078,0.000467,4698000,1775091600,1,Thursday,28,Unhealthy,0,Poor Air Quality
1,2026-04-02 01:00:00,Room104,24.9,75.0,1.5,120.0,61.0,470.7,1,Occupied,1,3.655295,43.86354,0.000731,4701600,1775091600,1,Thursday,45,Unhealthy,0,Normal
1,2026-04-02 01:00:00,Room105,27.9,67.0,1.2,88.0,61.6,296.8,1,Occupied,1,0.848564,10.18277,0.00017,4705200,1775091600,1,Thursday,65,Moderate,0,Normal
1,2026-04-02 01:00:00,Room106,28.1,62.9,1.09,75.0,41.0,3.9,0,Not Occupied,0,0.115486,1.38583,2.3e-05,4708800,1775091600,1,Thursday,73,Moderate,0,Normal
0,2026-04-02 02:00:00,Room101,27.4,67.8,1.59,136.0,50.9,470.6,1,Occupied,1,0.0,0.0,0.0,4712400,1775095200,2,Thursday,58,Moderate,0,Normal
1,2026-04-02 02:00:00,Room102,24.9,64.5,1.51,127.0,32.0,411.0,1,Occupied,1,2.509739,30.11687,0.000502,4716000,1775095200,2,Thursday,60,Moderate,0,Normal
1,2026-04-02 02:00:00,Room103,29.5,69.6,1.47,124.0,46.2,414.9,1,Occupied,1,1.001428,12.01714,0.0002,4719600,1775095200,2,Thursday,58,Moderate,0,Normal
1,2026-04-02 02:00:00,Room104,26.4,73.0,1.3,111.0,37.6,380.4,1,Occupied,1,1.901401,22.81681,0.00038,4723200,1775095200,2,Thursday,60,Moderate,0,Normal
1,2026-04-02 02:00:00,Room105,24.2,68.5,1.2,94.0,32.6,8.4,0,Not Occupied,0,0.188498,2.26198,3.8e-05,4726800,1775095200,2,Thursday,73,Moderate,0,Normal
1,2026-04-02 02:00:00,Room106,28.2,63.0,1.43,117.0,53.3,315.4,1,Occupied,1,1.587758,19.0531,0.000318,4730400,1775095200,2,Thursday,58,Moderate,0,Normal
1,2026-04-02 03:00:00,Room101,27.9,69.2,1.42,118.0,63.9,262.2,1,Occupied,1,1.104906,13.25887,0.000221,4734000,1775098800,3,Thursday,50,Moderate,0,Normal
0,2026-04-02 03:00:00,Room102,25.5,71.1,1.42,110.0,37.7,369.6,1,Occupied,1,0.0,0.0,0.0,4737600,1775098800,3,Thursday,60,Moderate,0,Normal
1,2026-04-02 03:00:00,Room103,27.6,65.5,1.72,152.0,66.3,303.3,1,Occupied,1,2.882982,34.59578,0.000577,4741200,1775098800,3,Thursday,43,Unhealthy,0,Poor Air Quality
1,2026-04-02 03:00:00,Room104,25.4,71.7,1.02,73.0,29.8,378.2,0,Not Occupied,1,1.122461,13.46953,0.000224,4744800,1775098800,3,Thursday,75,Healthy,1,Energy Waste
0,2026-04-02 03:00:00,Room105,27.1,72.9,1.53,136.0,38.5,8.0,1,Occupied,0,0.0,0.0,0.0,4748400,1775098800,3,Thursday,45,Unhealthy,0,Normal
1,2026-04-02 03:00:00,Room106,27.9,67.8,1.44,120.0,39.6,295.7,1,Occupied,1,2.515965,30.19158,0.000503,4752000,1775098800,3,Thursday,65,Moderate,0,Normal
1,2026-04-02 04:00:00,Room101,28.7,69.1,1.41,112.0,65.5,425.7,1,Occupied,1,3.550959,42.61151,0.00071,4755600,1775102400,4,Thursday,58,Moderate,0,Normal
1,2026-04-02 04:00:00,Room102,25.1,75.5,1.46,125.0,52.1,316.0,1,Occupied,1,2.799287,33.59144,0.00056,4759200,1775102400,4,Thursday,45,Unhealthy,0,Normal
1,2026-04-02 04:00:00,Room103,29.5,65.2,1.56,131.0,73.9,288.5,1,Occupied,1,1.240619,14.88743,0.000248,4762800,1775102400,4,Thursday,50,Moderate,0,Normal
1,2026-04-02 04:00:00,Room104,25.6,70.0,1.41,118.0,45.2,404.0,1,Occupied,1,2.925364,35.10437,0.000585,4766400,1775102400,4,Thursday,73,Moderate,0,Normal
1,2026-04-02 04:00:00,Room105,26.2,62.7,1.53,132.0,75.9,464.7,1,Occupied,1,1.172061,14.06473,0.000234,4770000,1775102400,4,Thursday,58,Moderate,0,Normal
1,2026-04-02 04:00:00,Room106,28.3,71.2,1.64,144.0,67.3,289.5,1,Occupied,1,3.79022,45.48264,0.000758,4773600,1775102400,4,Thursday,37,Unhealthy,0,Normal
